,,,,,,,,,,,Census,2010 Based Population Forecasts,,,,2020 Census Data
1708,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,4180,4196,4207,4214,,
1709,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,2438,2448,2454,2458,,
1710,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,391,393,394,394,,
1711,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,3006,3018,3025,3030,,
1712,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,2237,2246,2251,2255,,
1713,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,2763,2774,2781,2785,,
1714,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,1120,1124,1127,1129,,
1715,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,945,949,951,953,,
1716,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,831,834,836,838,,
1717,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,0,0,0,0,,
1718,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,1416,1422,1425,1428,,
1719,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,755,758,760,761,,
1720,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,4479,4496,4507,4515,,
1721,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,2620,2630,2637,2641,,
1722,Groton,155,58,New London,606,SCCOG,13,SCCOG,13,,2694,2705,2711,2716,,
1281,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1798,1919,2036,2151,,
1282,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1636,1746,1853,1957,,
1283,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,2399,2560,2717,2870,,
1284,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1766,1884,2000,2113,,
1285,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1507,1608,1707,1803,,
1286,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1216,1298,1377,1455,,
1287,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1344,1434,1522,1608,,
1288,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,2964,3162,3356,3546,,
1289,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1043,1113,1181,1249,,
1290,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,940,1003,1064,1126,,
1291,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1061,1132,1202,1269,,
1292,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1355,1446,1534,1621,,
1293,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1731,1847,1960,2071,,
1294,Guilford,101,59,New Haven,508,SCRCOG,8,SCRCOG,8,,1615,1723,1829,1932,,
1313,Haddam,105,60,Middlesex,408,RiverCOG,11,RiverCOG,11,,1401,1500,1596,1691,,
1314,Haddam,105,60,Middlesex,408,RiverCOG,11,RiverCOG,11,,2865,3067,3264,3457,,
1315,Haddam,105,60,Middlesex,408,RiverCOG,11,RiverCOG,11,,638,683,727,770,,
1316,Haddam,105,60,Middlesex,408,RiverCOG,11,RiverCOG,11,,2280,2441,2598,2752,,
1317,Haddam,105,60,Middlesex,408,RiverCOG,11,RiverCOG,11,,1162,1244,1324,1402,,
916,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,3393,3558,3719,3877,,
917,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,6127,6425,6716,7001,,
918,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2115,2218,2318,2417,,
919,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1440,1510,1578,1645,,
920,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2062,2162,2260,2356,,
921,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2280,2391,2499,2605,,
922,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1127,1183,1236,1288,,
923,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2589,2715,2838,2958,,
924,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,4916,5155,5389,5617,,
925,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,4082,4281,4474,4664,,
926,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1899,1991,2082,2170,,
927,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2289,2400,2509,2615,,
928,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1643,1723,1801,1877,,
929,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2277,2388,2496,2602,,
930,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2493,2614,2733,2849,,
931,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1232,1293,1350,1408,,
932,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,4126,4327,4523,4715,,
933,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1999,2096,2191,2284,,
934,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,2714,2846,2975,3101,,
935,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,3609,3785,3956,4124,,
936,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,1960,2055,2148,2240,,
937,Hamden,78,61,New Haven,509,SCRCOG,8,SCRCOG,8,,4588,4811,5029,5242,,
1620,Hampton,145,62,Windham,806,NECCOG,15,NECCOG,R,,463,503,543,581,,
1621,Hampton,145,62,Windham,806,NECCOG,15,NECCOG,R,,655,712,767,822,,
1622,Hampton,145,62,Windham,806,NECCOG,15,NECCOG,R,,438,476,513,550,,
1623,Hampton,145,62,Windham,806,NECCOG,15,NECCOG,R,,307,334,360,385,,
1146,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1701,1727,1744,1755,,
1147,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1942,1972,1991,2004,,
1148,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1684,1710,1726,1738,,
1149,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,969,985,993,1000,,
1150,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,146,148,150,151,,
1151,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2339,2375,2398,2414,,
1152,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2744,2787,2813,2832,,
1153,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,967,983,992,998,,
1154,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3941,4002,4040,4067,,
1155,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3686,3743,3779,3804,,
1156,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2187,2221,2242,2257,,
1157,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2615,2656,2681,2699,,
1158,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1988,2019,2038,2052,,
1159,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3690,3747,3783,3808,,
1160,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2278,2313,2335,2351,,
1161,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1645,1671,1686,1698,,
1162,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3719,3777,3813,3838,,
1163,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3293,3344,3376,3398,,
1164,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,4284,4350,4392,4421,,
1165,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1301,1321,1334,1343,,
1166,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3878,3938,3976,4002,,
1167,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3025,3072,3101,3122,,
1168,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2260,2295,2317,2332,,
1169,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2688,2730,2756,2774,,
1170,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2124,2157,2178,2192,,
1171,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2213,2247,2269,2284,,
1172,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1095,1112,1123,1130,,
1173,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,0,0,0,0,,
1174,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,65,66,67,67,,
1175,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2863,2907,2935,2955,,
1176,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1318,1338,1351,1360,,
1177,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,4263,4329,4370,4399,,
1178,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,4782,4856,4903,4935,,
1179,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,629,640,645,649,,
1180,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1273,1293,1305,1314,,
1181,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,170,173,174,175,,
1182,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,6,6,6,6,,
1183,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,338,343,347,349,,
1184,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,290,294,297,299,,
1185,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3255,3306,3337,3359,,
1186,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2938,2984,3012,3032,,
1187,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3283,3334,3366,3388,,
1188,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1511,1534,1549,1559,,
1189,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3164,3213,3244,3265,,
1190,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3588,3644,3678,3703,,
1191,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,3678,3735,3771,3796,,
1192,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2315,2351,2373,2389,,
1193,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,2925,2970,2999,3019,,
1194,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,4922,4998,5046,5080,,
1195,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,5152,5232,5282,5317,,
1196,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,5817,5907,5964,6003,,
1197,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,1828,1856,1874,1886,,
1198,Hartford,92,63,Hartford,214,CRCOG,10,CRCOG,10,,0,0,0,0,,
691,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,128,141,153,165,,
692,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,438,481,524,565,,
693,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,539,592,644,695,,
694,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,193,212,231,249,,
695,Hartland,61,64,Hartford,215,NHCOG,3,NHCOG,R,,816,897,975,1053,,
389,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,2425,2522,2616,2709,,
390,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,832,865,898,930,,
391,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,1298,1350,1401,1450,,
392,Harwinton,40,65,Litchfield,308,NHCOG,3,NHCOG,R,,1087,1131,1173,1215,,
1461,Hebron,118,66,Tolland,706,CRCOG,10,CRCOG,10,,2266,2563,2853,3137,,
1462,Hebron,118,66,Tolland,706,CRCOG,10,CRCOG,10,,1128,1276,1420,1561,,
1463,Hebron,118,66,Tolland,706,CRCOG,10,CRCOG,10,,1662,1880,2092,2300,,
1464,Hebron,118,66,Tolland,706,CRCOG,10,CRCOG,10,,3082,3486,3880,4266,,
1465,Hebron,118,66,Tolland,706,CRCOG,10,CRCOG,10,,1548,1751,1949,2143,,
198,Kent,12,67,Litchfield,309,NHCOG,3,NHCOG,R,,1126,1180,1232,1283,,
199,Kent,12,67,Litchfield,309,NHCOG,3,NHCOG,R,,712,746,779,812,,
200,Kent,12,67,Litchfield,309,NHCOG,3,NHCOG,R,,698,731,764,796,,
201,Kent,12,67,Litchfield,309,NHCOG,3,NHCOG,R,,443,464,485,505,,
1784,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,1424,1494,1563,1629,,
1785,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,1588,1666,1742,1817,,
1786,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,1349,1416,1481,1544,,
1787,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,4094,4296,4492,4685,,
1788,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,2792,2929,3063,3195,,
1789,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,2282,2394,2504,2611,,
1790,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,2366,2482,2596,2707,,
1791,Killingly,166,68,Windham,807,NECCOG,15,NECCOG,R,,1475,1548,1618,1688,,
1309,Killingworth,104,69,Middlesex,409,RiverCOG,11,RiverCOG,11,,1185,1324,1459,1592,,
1310,Killingworth,104,69,Middlesex,409,RiverCOG,11,RiverCOG,11,,795,888,980,1068,,
1311,Killingworth,104,69,Middlesex,409,RiverCOG,11,RiverCOG,11,,2112,2360,2601,2838,,
1312,Killingworth,104,69,Middlesex,409,RiverCOG,11,RiverCOG,11,,2433,2718,2996,3269,,
1554,Lebanon,133,70,New London,607,SCCOG,13,SCCOG,13,,1654,1827,1996,2161,,
1555,Lebanon,133,70,New London,607,SCCOG,13,SCCOG,13,,945,1044,1140,1235,,
1556,Lebanon,133,70,New London,607,SCCOG,13,SCCOG,13,,2615,2888,3155,3415,,
1557,Lebanon,133,70,New London,607,SCCOG,13,SCCOG,13,,2094,2313,2526,2736,,
1665,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,467,479,491,503,,
1666,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,1477,1516,1554,1591,,
1667,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,1748,1794,1839,1882,,
1668,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,3053,3133,3211,3288,,
1669,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,2629,2698,2765,2831,,
1670,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,382,392,402,411,,
1671,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,1028,1055,1081,1107,,
1672,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,2604,2672,2739,2804,,
1673,Ledyard,152,71,New London,608,SCCOG,13,SCCOG,13,,1663,1707,1749,1791,,
1654,Lisbon,150,72,New London,609,SCCOG,13,SCCOG,13,,875,939,1002,1063,,
1655,Lisbon,150,72,New London,609,SCCOG,13,SCCOG,13,,1289,1383,1476,1566,,
1656,Lisbon,150,72,New London,609,SCCOG,13,SCCOG,13,,1411,1514,1615,1714,,
1657,Lisbon,150,72,New London,609,SCCOG,13,SCCOG,13,,763,820,873,927,,
346,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1719,1771,1823,1873,,
347,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1415,1458,1500,1542,,
348,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1764,1818,1870,1921,,
349,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1493,1538,1583,1626,,
350,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,724,747,768,789,,
351,Litchfield,34,73,Litchfield,310,NHCOG,3,NHCOG,R,,1351,1392,1432,1472,,
1489,Lyme,122,74,New London,610,RiverCOG,11,RiverCOG,11,,467,501,534,567,,
1490,Lyme,122,74,New London,610,RiverCOG,11,RiverCOG,11,,695,746,795,843,,
1491,Lyme,122,74,New London,610,RiverCOG,11,RiverCOG,11,,140,150,160,170,,
1492,Lyme,122,74,New London,610,RiverCOG,11,RiverCOG,11,,1104,1184,1263,1339,,
1295,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,789,844,898,950,,
1296,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,2230,2385,2537,2685,,
1297,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,3439,3678,3912,4139,,
1298,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,1690,1808,1922,2035,,
1299,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,2126,2274,2418,2560,,
1300,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,2841,3039,3231,3420,,
1301,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,1975,2112,2246,2378,,
1302,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,1362,1457,1549,1640,,
1303,Madison,102,75,New Haven,510,SCRCOG,8,SCRCOG,8,,1817,1943,2067,2188,,
1360,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2750,2870,2987,3102,,
1361,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2018,2106,2192,2276,,
1362,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2575,2687,2797,2905,,
1363,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,1716,1791,1864,1936,,
1364,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,4298,4486,4668,4847,,
1365,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,3485,3637,3786,3931,,
1366,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2622,2737,2848,2958,,
1367,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2639,2754,2867,2977,,
1368,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,1132,1181,1230,1277,,
1369,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,3232,3373,3511,3646,,
1370,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,255,266,277,288,,
1371,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,203,213,221,229,,
1372,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,4224,4409,4588,4764,,
1373,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,561,586,609,633,,
1374,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2890,3016,3139,3260,,
1375,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2010,2098,2183,2267,,
1376,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,331,345,360,373,,
1377,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2258,2357,2453,2547,,
1378,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2363,2466,2567,2665,,
1379,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,1954,2039,2123,2204,,
1380,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2888,3014,3137,3258,,
1381,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,4008,4183,4354,4521,,
1382,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,1615,1686,1754,1822,,
1383,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,2358,2461,2561,2660,,
1384,Manchester,110,76,Hartford,216,CRCOG,10,CRCOG,10,,3856,4024,4189,4350,,
1594,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,1260,1344,1426,1507,,
1595,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,1797,1917,2034,2149,,
1596,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,1152,1229,1304,1377,,
1597,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,1558,1662,1763,1863,,
1598,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,13132,14009,14864,15702,,
1599,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,1934,2063,2189,2313,,
1600,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,2319,2474,2625,2773,,
1601,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,834,890,945,997,,
1602,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,1595,1702,1805,1907,,
1603,Mansfield,142,77,Tolland,707,CRCOG,10,CRCOG,10,,962,1026,1089,1150,,
1466,Marlborough,119,78,Hartford,217,CRCOG,10,CRCOG,10,,1815,1955,2093,2228,,
1467,Marlborough,119,78,Hartford,217,CRCOG,10,CRCOG,10,,1016,1095,1172,1247,,
1468,Marlborough,119,78,Hartford,217,CRCOG,10,CRCOG,10,,1531,1650,1766,1879,,
1469,Marlborough,119,78,Hartford,217,CRCOG,10,CRCOG,10,,694,748,800,852,,
1470,Marlborough,119,78,Hartford,217,CRCOG,10,CRCOG,10,,1348,1453,1555,1655,,
960,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1747,1779,1811,1842,,
961,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2550,2597,2643,2688,,
962,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2147,2187,2225,2263,,
963,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1625,1655,1684,1713,,
964,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1063,1083,1102,1122,,
965,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2870,2922,2975,3025,,
966,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2734,2785,2834,2882,,
967,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,3180,3238,3296,3352,,
968,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1169,1191,1212,1232,,
969,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2197,2238,2277,2316,,
970,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1748,1780,1812,1843,,
971,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1877,1912,1946,1979,,
972,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1498,1526,1553,1579,,
973,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1179,1201,1222,1243,,
974,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1664,1695,1725,1754,,
975,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1426,1452,1478,1503,,
976,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2747,2798,2847,2896,,
977,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2145,2185,2223,2261,,
978,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1462,1489,1515,1541,,
979,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2820,2872,2923,2973,,
980,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,1538,1566,1594,1621,,
981,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2624,2672,2720,2766,,
982,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,543,553,563,573,,
983,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2574,2622,2668,2713,,
984,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2844,2897,2948,2998,,
985,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2598,2646,2693,2739,,
986,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2518,2565,2610,2654,,
987,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,3531,3595,3659,3722,,
988,Meriden,80,79,New Haven,511,SCRCOG,8,SCRCOG,8,,2250,2292,2332,2372,,
412,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1182,1256,1328,1399,,
413,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1804,1917,2027,2135,,
414,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1358,1443,1526,1607,,
415,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,788,837,885,932,,
416,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,484,514,544,573,,
417,Middlebury,43,80,New Haven,512,NVCOG,5,CNVRMPO,5,,1959,2082,2201,2318,,
1249,Middlefield,97,81,Middlesex,410,RiverCOG,11,RiverCOG,11,,921,960,999,1036,,
1250,Middlefield,97,81,Middlesex,410,RiverCOG,11,RiverCOG,11,,1234,1287,1338,1388,,
1251,Middlefield,97,81,Middlesex,410,RiverCOG,11,RiverCOG,11,,1038,1082,1125,1168,,
1252,Middlefield,97,81,Middlesex,410,RiverCOG,11,RiverCOG,11,,1232,1285,1336,1386,,
1227,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1558,1642,1725,1805,,
1228,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,2113,2228,2339,2449,,
1229,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,6223,6560,6889,7211,,
1230,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1333,1405,1476,1545,,
1231,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,3718,3919,4116,4308,,
1232,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1329,1401,1471,1540,,
1233,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1979,2086,2191,2293,,
1234,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,4012,4229,4441,4649,,
1235,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,2103,2217,2328,2437,,
1236,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,2169,2287,2401,2513,,
1237,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,2864,3019,3171,3319,,
1238,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,995,1049,1101,1153,,
1239,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,551,581,610,640,,
1240,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1063,1121,1177,1232,,
1241,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1876,1978,2077,2174,,
1242,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1418,1495,1570,1643,,
1243,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,3456,3643,3826,4005,,
1244,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,2065,2177,2286,2393,,
1245,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1215,1281,1345,1408,,
1246,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,2300,2425,2546,2665,,
1247,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1354,1427,1499,1569,,
1248,Middletown,96,82,Middlesex,411,RiverCOG,11,RiverCOG,11,,1954,2060,2163,2264,,
