,,,,,,,,,,,Census,2010 Based Population Forecasts,,,,2020 Census Data
818,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2082,2097,2110,2122,,
819,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1418,1428,1437,1445,,
820,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,4294,4325,4351,4375,,
821,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1189,1197,1206,1212,,
822,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2053,2068,2080,2092,,
823,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,3747,3774,3797,3818,,
824,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2547,2565,2581,2595,,
825,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2266,2282,2296,2309,,
826,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2826,2846,2864,2880,,
827,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2127,2142,2155,2167,,
828,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,3244,3267,3287,3306,,
829,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2046,2061,2073,2085,,
830,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1712,1724,1735,1745,,
831,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1958,1972,1984,1995,,
832,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1403,1413,1422,1430,,
833,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,1987,2001,2014,2025,,
834,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2748,2768,2785,2800,,
835,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2075,2090,2103,2114,,
836,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2387,2404,2419,2432,,
837,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,3385,3409,3430,3449,,
838,West Haven,74,156,New Haven,525,SCRCOG,8,SCRCOG,8,,2334,2351,2365,2378,,
1506,Westbrook,126,154,Middlesex,415,RiverCOG,11,RiverCOG,11,,885,951,1015,1078,,
1507,Westbrook,126,154,Middlesex,415,RiverCOG,11,RiverCOG,11,,2133,2292,2447,2599,,
1508,Westbrook,126,154,Middlesex,415,RiverCOG,11,RiverCOG,11,,1695,1821,1944,2065,,
1509,Westbrook,126,154,Middlesex,415,RiverCOG,11,RiverCOG,11,,728,782,836,887,,
1510,Westbrook,126,154,Middlesex,415,RiverCOG,11,RiverCOG,11,,1497,1609,1717,1824,,
258,Weston,25,157,Fairfield,121,WestCOG,1,SWRMPO,1,,1483,1566,1647,1726,,
259,Weston,25,157,Fairfield,121,WestCOG,1,SWRMPO,1,,413,436,459,481,,
260,Weston,25,157,Fairfield,121,WestCOG,1,SWRMPO,1,,2320,2450,2576,2700,,
261,Weston,25,157,Fairfield,121,WestCOG,1,SWRMPO,1,,3720,3928,4130,4328,,
262,Weston,25,157,Fairfield,121,WestCOG,1,SWRMPO,1,,2243,2368,2490,2610,,
263,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2205,2233,2259,2286,,
264,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2946,2983,3019,3054,,
265,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,1992,2017,2041,2065,,
266,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,3195,3235,3274,3312,,
267,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2658,2691,2724,2755,,
268,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,1350,1367,1383,1400,,
269,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2724,2758,2791,2824,,
270,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2805,2840,2874,2908,,
271,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,2808,2843,2877,2911,,
272,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,204,207,210,211,,
273,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,325,329,334,337,,
274,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,1950,1974,1998,2022,,
275,Westport,26,158,Fairfield,122,WestCOG,1,SWRMPO,1,,1229,1244,1259,1274,,
1199,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,2939,2951,2962,2971,,
1200,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,3321,3335,3347,3356,,
1201,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,2312,2321,2330,2337,,
1202,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,2065,2073,2081,2088,,
1203,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,2758,2769,2779,2788,,
1204,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,561,564,565,567,,
1205,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,2275,2284,2292,2300,,
1206,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,1744,1751,1757,1763,,
1207,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,1722,1729,1735,1741,,
1208,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,1347,1353,1357,1362,,
1209,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,3083,3096,3107,3117,,
1210,Wethersfield,93,159,Hartford,227,CRCOG,10,CRCOG,10,,2541,2551,2561,2569,,
1586,Willington,140,160,Tolland,713,CRCOG,10,CRCOG,10,,1329,1418,1505,1589,,
1587,Willington,140,160,Tolland,713,CRCOG,10,CRCOG,10,,934,997,1057,1118,,
1588,Willington,140,160,Tolland,713,CRCOG,10,CRCOG,10,,1441,1537,1631,1723,,
1589,Willington,140,160,Tolland,713,CRCOG,10,CRCOG,10,,2337,2493,2646,2795,,
119,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,1304,1363,1420,1476,,
120,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,2591,2708,2821,2933,,
121,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,1261,1318,1374,1427,,
122,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,2688,2808,2927,3042,,
123,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,2152,2249,2343,2436,,
124,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,1663,1738,1811,1882,,
125,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,2399,2507,2612,2716,,
126,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,2461,2572,2680,2786,,
127,Wilton,6,161,Fairfield,123,WestCOG,1,SWRMPO,1,,1543,1612,1680,1747,,
364,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,397,399,401,404,,
365,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,672,676,680,683,,
366,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1275,1283,1289,1295,,
367,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1726,1736,1745,1753,,
368,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,622,626,629,632,,
369,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1671,1681,1690,1698,,
370,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,1763,1774,1783,1791,,
371,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,2594,2609,2623,2635,,
372,Winchester,38,162,Litchfield,325,NHCOG,3,NHCOG,R,,522,525,528,530,,
1604,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,1494,1569,1641,1713,,
1605,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,3018,3169,3315,3460,,
1606,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,2906,3051,3193,3331,,
1607,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,2202,2312,2419,2524,,
1608,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,1773,1862,1948,2032,,
1609,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,2685,2819,2950,3078,,
1610,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,1286,1350,1413,1475,,
1611,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,2230,2341,2450,2556,,
1612,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,2101,2206,2308,2408,,
1613,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,1303,1368,1432,1494,,
1614,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,2966,3114,3258,3400,,
1615,Windham,143,163,Windham,814,SCCOG,13,SCCOG,13,,1304,1369,1433,1495,,
1130,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,979,1018,1056,1093,,
1131,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,2262,2352,2439,2525,,
1132,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,1128,1173,1216,1259,,
1133,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,2192,2279,2364,2447,,
1134,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,1413,1469,1524,1577,,
1135,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,2771,2881,2988,3093,,
1136,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,680,707,733,760,,
1137,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,26,27,28,29,,
1138,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,2858,2971,3082,3190,,
1139,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,1256,1306,1354,1402,,
1140,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,2155,2240,2324,2405,,
1141,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,3092,3215,3334,3451,,
1142,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,509,529,549,569,,
1143,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,3100,3222,3342,3460,,
1144,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,2765,2875,2982,3086,,
1145,Windsor,91,164,Hartford,228,CRCOG,10,CRCOG,10,,1858,1932,2004,2074,,
1123,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,2249,2266,2282,2298,,
1124,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,1271,1280,1290,1298,,
1125,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,2664,2684,2703,2722,,
1126,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,3418,3443,3467,3491,,
1127,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,2896,2917,2938,2959,,
1128,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,0,0,0,0,,
1129,Windsor Locks,90,165,Hartford,229,CRCOG,10,CRCOG,10,,0,0,0,0,,
770,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2090,2228,2363,2495,,
771,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,1698,1810,1920,2027,,
772,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,991,1056,1120,1183,,
773,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2165,2308,2447,2584,,
774,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,3735,3982,4222,4457,,
775,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2452,2614,2772,2927,,
776,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,1543,1645,1744,1842,,
777,Wolcott,68,166,New Haven,526,NVCOG,5,CNVRMPO,5,,2006,2139,2268,2394,,
801,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,2881,2999,3114,3227,,
802,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,2427,2527,2624,2719,,
803,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,1406,1464,1520,1575,,
804,Woodbridge,72,167,New Haven,527,SCRCOG,8,SCRCOG,8,,2276,2369,2461,2550,,
332,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1311,1431,1547,1661,,
333,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1796,1960,2120,2276,,
334,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,2024,2209,2389,2565,,
335,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1403,1531,1656,1778,,
336,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,2125,2318,2507,2693,,
337,Woodbury,31,168,Litchfield,326,NVCOG,5,CNVRMPO,5,,1316,1436,1553,1668,,
1767,Woodstock,163,169,Windham,815,NECCOG,15,NECCOG,R,,492,546,596,647,,
1768,Woodstock,163,169,Windham,815,NECCOG,15,NECCOG,R,,1935,2142,2345,2543,,
1769,Woodstock,163,169,Windham,815,NECCOG,15,NECCOG,R,,2643,2926,3203,3474,,
1770,Woodstock,163,169,Windham,815,NECCOG,15,NECCOG,R,,2894,3204,3507,3803,,
