V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,CASENO
1,16,1,20,1,0,21,1,5,2,1,2,4,6,1,1,4,5,5,6,6,6,6,5,4,5,5,3,6,2,1,2,3,1,3,3,2,1,2,2,4,6,5,5,1,1,6,2,3,2,4,6,5,5,6,4,4,4,4,4,4,6,4,2,5,5,4,5,40,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,1,methodist,2,2,2,2,3,2,3,3,3,59
1,15,1,8,2,0,0,2,3,6,1,4,5,6,1,5,4,5,6,3,6,1,4,5,5,4,5,6,5,1,4,2,3,2,1,2,2,2,2,5,3,5,4,5,2,5,5,4,2,4,5,5,4,4,5,4,4,4,2,4,5,5,6,4,3,6,3,4,43,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,2,6,6,1,PRESBYTERIAN,1,1,1,2,3,2,3,3,3,60
1,30,1,6,2,0,0,3,1,2,3,4,4,6,4,3,5,6,3,6,4,4,4,,,,4,,4,,,,3,1,3,3,1,3,1,3,6,4,3,3,5,2,3,1,6,1,2,2,5,5,3,2,3,3,3,4,2,2,5,2,4,4,3,3,21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,,2,2,2,1,3,2,3,3,3,61
0,15,1,12,1,1,20,1,1,5,5,5,5,5,2,5,4,5,5,6,5,5,4,5,5,2,5,5,5,2,2,2,2,1,1,2,2,1,2,5,5,5,5,5,4,1,5,5,3,3,5,5,4,5,5,2,3,2,2,2,4,3,3,2,3,3,2,2,24,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,2,5,4,1,episcopalian,2,2,2,1,3,2,3,3,3,62
1,32,1,11,2,2,21,3,4,5,2,5,5,4,1,5,3,5,5,4,6,1,5,6,5,5,5,5,2,2,2,2,2,1,3,3,2,2,2,5,5,5,5,3,1,3,5,3,3,4,5,5,5,5,6,4,5,4,4,2,4,4,2,5,4,3,3,2,17,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,methodist,1,2,1,1,3,3,3,3,3,63
1,26,1,8,2,1,23,1,2,2,4,4,5,5,2,2,5,5,3,6,5,5,5,3,3,1,3,2,5,3,4,5,3,1,3,1,1,2,1,2,6,2,5,2,5,1,2,1,5,2,3,2,5,6,4,4,3,4,3,2,2,3,4,2,5,5,2,2,59,1,1,8,0,0,1,1,0,0,0,0,0,0,0,0,2,7,6,2,,2,2,1,2,2,3,2,3,3,64
1,28,0,14,1,2,4,3,2,5,6,5,6,6,2,4,6,6,5,6,5,6,5,4,3,4,4,4,6,5,6,4,3,1,4,1,1,2,1,5,6,5,5,5,6,5,5,4,6,1,4,5,4,6,5,6,6,6,3,6,6,6,6,6,6,6,6,6,42,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,1,church of god,2,2,1,1,3,3,1,2,3,65
0,30,1,12,0,1,21,3,1,5,4,5,5,5,1,3,4,5,5,6,5,3,4,4,4,4,6,5,5,4,5,2,3,3,1,3,1,2,1,4,6,6,6,6,6,4,4,4,4,3,4,4,4,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,34,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,4,5,,2,,2,2,2,3,2,2,3,2,3,66
1,27,1,13,1,2,24,1,2,4,5,2,5,6,1,2,5,5,5,6,5,6,5,4,4,2,4,3,5,5,5,5,3,1,3,3,1,3,1,4,6,5,4,4,6,4,3,2,6,2,4,3,5,6,5,5,4,6,5,5,3,6,5,3,6,6,5,5,42,1,1,3,0,,0,,0,,0,,0,,0,,4,5,,1,,1,2,1,1,2,3,2,3,3,67
1,25,0,11,2,0,10,1,2,5,4,5,5,5,1,2,5,4,5,5,5,5,4,5,5,5,5,5,4,2,2,2,3,1,1,1,1,2,2,5,4,5,5,4,3,4,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,52,1,2,4,1,1,1,1,1,1,0,0,0,0,0,0,4,3,5,1,baptist,1,1,1,3,3,3,3,3,3,68
1,22,1,20,0,2,21,2,1,4,5,4,5,5,2,5,4,5,4,5,5,2,4,5,4,5,5,5,4,2,2,2,2,3,4,2,2,1,1,5,4,5,5,5,2,4,5,4,3,2,4,5,5,4,6,2,3,4,2,3,4,5,,4,,,2,,27,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,3,6,2,1,methodist,2,2,2,3,3,2,3,3,3,69
1,29,0,7,2,1,0,2,5,5,4,4,4,5,2,3,3,2,4,2,3,4,2,5,5,4,5,4,5,3,4,2,2,1,3,4,2,2,1,3,4,4,3,3,2,3,4,1,3,2,4,4,2,4,5,2,3,3,1,1,3,4,5,3,1,1,3,1,48,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,3,5,6,2,,1,2,1,1,3,3,3,3,3,70
1,23,1,3,0,2,23,2,1,4,4,3,2,4,3,2,4,2,3,4,5,4,3,4,3,2,1,3,3,4,5,6,2,1,2,1,2,2,3,2,4,6,3,4,5,4,6,3,2,1,3,2,1,3,4,4,3,4,3,5,4,3,3,4,4,3,2,1,63,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,,2,2,1,2,3,2,3,2,3,71
0,27,0,2,1,2,0,2,6,5,5,1,5,6,1,2,1,6,5,2,6,2,6,5,3,2,5,5,6,5,6,6,3,1,1,1,1,2,1,2,5,4,5,6,4,4,5,5,4,2,6,4,5,6,5,5,6,6,1,6,6,6,6,6,2,5,5,6,51,0,1,7,0,0,0,0,0,1,0,0,0,1,0,1,5,3,4,1,baptist/spiritualist,1,2,1,1,2,2,1,1,2,72
0,19,1,18,2,0,23,2,6,6,1,5,5,4,1,6,3,4,5,3,5,1,4,4,5,4,4,5,5,3,3,4,2,2,1,2,4,1,3,5,1,6,6,5,1,5,5,5,1,5,5,5,5,2,6,1,5,5,1,1,2,5,6,5,2,3,6,1,70,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,,1,2,1,3,2,3,2,3,3,73
1,18,1,18,1,2,8,3,3,1,6,1,4,6,1,1,2,2,2,6,5,6,4,2,1,2,1,1,6,6,5,6,3,1,3,1,1,4,1,2,6,2,1,2,6,1,2,1,6,1,2,2,1,6,1,6,2,6,5,6,5,5,6,6,5,6,5,6,22,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,1,,1,2,1,1,3,3,2,2,3,74
1,18,0,14,0,0,23,1,1,5,2,4,4,6,1,5,4,5,5,6,5,4,5,5,5,4,5,3,4,2,4,3,2,1,4,1,1,1,1,5,5,6,5,5,3,4,5,5,5,3,4,5,5,5,5,,,2,,,,,,,,,,,49,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,,2,2,2,1,3,3,3,3,3,75
1,18,1,20,1,1,0,2,4,1,1,1,6,6,1,1,6,4,1,6,4,1,6,1,1,1,1,1,6,6,6,6,3,1,2,3,1,4,1,1,6,1,4,4,6,1,4,1,6,1,4,4,5,6,4,6,6,6,1,6,1,6,6,6,6,6,6,6,50,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,9,,,,1,1,1,5,1,1,2,2,2,76
0,16,0,17,1,0,19,3,6,5,2,5,5,5,1,4,3,3,6,3,5,2,6,6,5,5,5,5,5,2,2,2,,2,4,2,2,1,1,6,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,53,0,3,8,1,0,1,0,0,1,0,0,0,0,0,0,3,5,5,1,,1,2,1,3,2,3,3,3,3,77
1,31,1,5,2,0,9,3,3,2,6,2,5,6,2,4,6,6,5,6,6,5,4,5,5,1,5,5,6,6,6,2,3,1,3,3,1,2,1,5,6,5,5,5,6,4,5,4,3,1,4,5,3,6,5,4,4,4,2,2,5,4,5,2,5,4,4,4,57,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,2,5,6,2,,2,2,1,5,3,3,3,3,3,78
1,15,1,20,1,0,21,3,5,4,2,5,6,6,2,5,6,6,5,6,6,6,6,5,4,4,5,4,4,2,2,2,3,1,3,1,1,1,2,4,4,5,3,4,3,4,5,2,2,4,5,5,4,4,6,5,5,4,3,4,5,5,5,5,4,4,2,3,60,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,3,4,6,2,,2,2,2,2,3,3,3,3,3,79
1,34,1,20,2,2,22,1,5,6,4,6,6,6,6,5,6,6,6,6,5,3,4,5,4,4,5,5,4,3,5,4,3,1,3,2,1,1,1,5,5,5,5,5,4,4,5,4,3,3,5,5,4,5,5,4,5,5,5,5,4,5,5,4,3,5,4,5,61,1,1,7,0,1,1,1,1,1,0,0,0,1,0,0,3,5,4,2,,2,2,1,1,2,2,3,3,3,80
1,22,1,14,0,2,23,1,5,5,5,4,5,6,2,4,4,5,4,6,5,5,4,4,4,4,4,4,4,3,3,4,3,1,3,3,1,2,1,4,5,2,4,4,5,4,4,2,5,4,3,4,4,5,1,5,4,5,5,4,4,5,,3,5,5,4,5,26,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,3,5,1,1,presbyterian,2,2,2,3,3,2,2,3,3,81
1,33,1,6,1,1,22,3,4,3,6,1,6,6,4,1,6,4,6,6,5,6,4,5,5,4,5,5,6,4,4,2,3,1,2,1,1,1,1,5,6,6,6,6,6,5,6,6,6,5,5,5,4,6,6,2,3,4,2,3,4,6,6,5,6,6,4,2,51,0,1,6,0,1,0,1,0,1,0,1,0,0,0,0,3,7,6,2,ROMAN,2,2,2,2,3,2,2,2,3,82
1,26,1,20,1,2,23,1,5,5,1,5,4,5,1,4,2,4,6,5,5,4,5,4,4,4,5,5,5,4,4,3,3,3,3,2,2,2,2,4,5,5,5,5,2,4,5,5,4,4,5,5,5,4,5,6,5,6,5,5,6,5,6,6,5,6,5,6,33,0,1,7,0,1,0,1,0,1,0,0,0,0,0,1,3,7,2,1,methodist,1,1,1,1,2,2,2,2,2,83
0,31,1,2,2,0,12,3,2,6,1,6,5,6,1,6,,,5,6,,2,5,6,5,5,6,6,3,1,2,1,3,1,3,4,1,1,1,,5,,5,5,,,5,5,,6,5,5,,,6,6,6,6,,6,,6,6,6,6,6,,6,22,0,1,2,0,,0,,0,,0,,0,,0,,2,9,2,1,frst assembly of god,2,2,1,1,2,3,1,2,3,84
1,29,0,6,1,2,20,3,4,5,1,6,6,6,2,4,1,6,6,6,6,6,6,1,2,2,4,4,6,5,5,2,3,1,1,1,1,2,1,5,6,2,4,2,5,4,2,1,6,5,2,2,4,5,6,5,5,5,4,4,2,4,5,4,4,5,4,5,69,1,1,3,0,1,0,1,1,1,0,0,0,1,0,0,3,7,4,5,,1,1,1,1,2,2,3,3,3,85
1,22,1,20,1,0,9,3,2,4,1,5,4,4,1,5,3,3,4,4,5,2,2,4,4,4,4,3,4,2,2,3,2,1,3,1,2,3,2,2,5,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,5,4,4,4,3,4,5,4,5,5,4,5,57,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,3,5,4,1,,2,2,1,1,3,3,3,3,3,86
1,23,0,10,0,0,10,3,2,5,2,4,5,6,2,6,4,6,5,6,6,2,5,5,4,2,5,4,5,5,5,5,3,2,3,3,1,2,1,5,5,2,5,4,5,5,5,1,6,2,4,4,5,5,5,,,,,,,,,,,,,,32,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,christian,1,2,1,1,3,3,3,3,3,87
0,15,0,13,0,1,0,3,5,6,5,6,6,6,1,4,3,5,6,6,5,3,5,6,5,4,5,5,5,2,2,2,3,3,4,4,1,2,1,4,,6,4,6,3,2,5,5,4,2,5,4,4,4,5,2,5,4,3,4,4,2,4,5,4,6,2,4,70,0,1,4,0,0,1,1,0,1,0,0,0,0,0,0,3,5,3,1,baptist/methodist,2,1,1,3,3,3,3,3,3,88
1,24,1,13,2,1,0,2,2,2,6,2,5,6,2,1,6,6,5,5,5,2,4,2,4,2,4,2,2,4,5,6,3,1,2,1,1,2,1,4,5,4,3,2,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,1,1,7,0,0,1,1,0,1,0,0,0,1,0,1,4,5,,5,,2,2,1,2,1,1,1,2,3,89
0,34,0,14,0,0,17,1,2,4,4,5,5,6,1,2,2,4,4,5,5,6,4,5,5,4,5,4,4,2,2,3,2,1,1,2,2,1,2,4,4,5,5,5,2,2,4,3,3,3,4,4,4,4,5,3,4,4,4,6,4,4,5,4,5,5,4,6,69,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,5,2,1,METHODIST,1,1,1,1,1,2,3,3,3,90
1,19,1,20,0,1,6,2,2,6,1,5,5,6,1,2,2,6,6,5,5,2,5,5,4,2,5,5,5,2,4,2,2,1,3,2,2,1,1,5,5,5,4,5,4,5,5,5,2,2,5,5,4,5,5,4,6,5,3,4,6,5,4,3,5,5,3,5,53,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,methodist,1,2,1,1,3,3,3,3,3,91
0,29,1,11,2,2,21,3,4,5,6,5,5,6,3,6,6,6,5,6,5,5,5,5,5,3,5,5,6,3,5,2,3,1,3,3,2,3,1,2,6,2,2,2,6,2,2,1,6,2,2,2,5,5,2,5,5,5,5,6,5,5,5,5,5,5,5,6,48,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,2,5,5,1,baptist,2,2,2,1,3,3,3,3,3,92
1,20,0,11,2,1,23,3,4,5,3,6,6,5,1,4,4,4,4,5,5,3,4,4,4,5,3,4,4,2,4,3,2,3,3,4,2,2,2,4,5,4,6,4,2,3,4,3,3,4,4,4,4,5,4,3,4,3,4,4,4,5,4,4,4,4,3,3,51,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,1,,2,2,1,1,2,2,3,3,3,93
1,23,1,17,0,2,22,2,6,2,1,1,4,5,1,4,2,4,5,2,6,2,2,5,5,2,4,4,5,2,2,3,2,1,2,2,3,1,4,3,5,5,6,5,2,6,6,5,2,4,4,6,5,4,6,1,1,1,1,2,2,2,2,2,2,2,1,2,40,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,,1,2,1,1,3,3,3,3,3,94
1,30,0,7,0,0,0,3,6,5,4,3,5,5,1,5,5,5,5,5,5,4,4,5,5,3,5,5,5,4,5,2,3,1,3,3,1,1,1,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,2,5,3,2,2,2,2,2,2,2,2,2,2,30,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,,1,united ch of christ,1,2,1,1,1,1,1,1,1,95
1,17,0,13,2,2,21,3,6,3,6,3,2,6,6,1,6,3,4,6,4,6,3,5,3,5,4,4,5,5,2,6,3,1,3,3,1,2,1,4,5,1,2,3,6,3,5,2,5,1,3,4,6,6,4,4,3,4,4,2,4,5,5,4,5,6,4,4,24,1,1,3,0,,0,,0,,0,,0,,0,,2,5,6,1,presbyterian,2,2,2,1,2,2,3,3,3,96
0,29,0,16,0,2,0,2,4,5,1,4,4,6,1,5,6,5,6,6,5,5,4,5,5,5,5,5,3,4,5,4,3,1,2,2,1,2,2,5,5,4,5,3,5,5,5,2,6,6,4,5,5,5,5,4,5,4,4,6,5,5,6,5,5,5,4,5,35,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,1,,2,2,2,1,3,3,3,3,3,97
1,15,1,12,1,1,0,3,1,6,1,2,5,6,1,2,5,5,5,6,5,5,3,6,6,1,6,5,6,5,5,3,3,1,3,3,1,1,1,6,6,5,3,1,2,4,5,2,5,1,5,5,1,6,5,2,2,1,1,1,5,2,2,1,1,1,1,1,36,1,1,8,0,1,1,1,0,0,0,0,0,0,0,0,3,2,5,2,,1,2,1,1,3,2,2,3,3,98
1,22,1,10,0,0,18,3,5,5,4,3,5,6,2,6,5,6,6,6,5,5,3,5,5,2,5,5,5,2,2,,2,1,4,2,1,1,1,5,,5,5,5,5,5,5,4,5,3,4,4,5,4,5,5,6,6,5,6,5,6,6,5,6,6,5,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,1,ch of the brethern,1,2,2,1,3,3,3,3,3,99
0,28,1,13,2,0,11,2,1,5,1,2,5,6,2,5,2,5,5,6,5,2,5,5,3,2,5,2,5,2,5,2,2,1,2,2,2,2,1,3,5,5,5,5,5,2,5,2,2,5,5,5,5,5,5,2,5,4,3,5,5,2,5,2,2,5,2,5,55,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,4,5,6,2,,2,2,1,1,3,3,2,3,3,100
1,17,1,20,2,1,7,1,2,5,6,4,6,6,1,4,6,6,6,6,4,4,6,6,5,1,6,6,6,4,6,4,3,1,4,3,1,1,1,5,6,6,4,5,5,5,6,4,6,2,6,6,2,6,6,5,5,5,6,4,5,5,6,5,5,6,2,5,72,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,6,4,4,presbyterian,2,2,1,4,2,3,3,2,3,101
0,18,1,19,1,0,18,1,6,5,3,5,5,6,2,4,4,5,5,5,5,3,5,5,5,3,5,5,5,2,4,4,3,1,1,2,2,2,2,5,4,4,5,4,3,4,4,4,4,3,4,4,5,5,5,4,4,4,3,4,4,3,3,3,3,4,3,4,24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,,2,2,2,1,2,2,3,3,3,102
1,31,1,19,1,2,12,3,2,4,5,5,6,4,1,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,4,3,3,1,3,3,1,1,1,5,5,5,5,5,5,5,5,4,4,3,5,5,2,5,5,4,4,5,4,4,4,5,5,4,4,4,4,4,29,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,1,,1,1,1,1,2,2,3,2,2,103
1,26,0,20,0,2,9,3,2,5,6,4,6,6,2,4,5,5,5,6,4,2,5,6,4,3,5,5,6,4,4,3,3,3,4,2,1,1,1,2,6,5,5,5,4,4,5,5,5,2,5,5,3,5,5,4,4,5,4,4,3,5,4,3,4,6,4,4,73,1,1,7,0,0,0,0,0,0,0,1,0,1,0,0,3,5,3,2,,2,2,1,1,2,3,2,2,3,104
0,23,0,9,0,1,0,3,3,5,1,5,6,4,1,5,2,5,5,4,6,1,5,6,6,6,6,5,5,1,2,2,2,2,4,2,2,1,1,4,5,5,5,5,1,5,5,5,1,4,5,5,5,5,6,2,5,4,2,1,6,5,5,5,2,5,2,2,46,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,2,,2,2,1,1,3,3,3,3,3,105
1,28,0,14,1,0,0,3,3,4,2,4,4,6,1,6,2,4,4,5,6,3,2,5,5,5,5,5,3,2,3,2,2,1,1,2,2,2,2,4,4,4,5,4,4,4,5,3,2,4,5,5,4,4,5,4,5,5,4,5,4,5,5,4,4,5,5,4,43,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,3,4,5,1,CHRISTIAN,1,2,1,1,3,3,3,3,3,106
1,20,1,20,1,1,0,2,3,4,6,2,4,6,2,4,5,4,2,6,4,3,3,5,4,4,5,5,6,2,6,3,3,3,2,3,1,2,1,5,6,5,5,5,6,4,5,1,5,2,3,5,5,6,5,5,4,4,4,6,4,5,6,4,6,6,4,6,59,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,,2,2,1,1,2,3,2,3,3,107
0,26,0,12,2,2,21,3,4,6,6,4,6,6,4,4,6,6,6,5,6,6,6,5,5,1,6,6,6,2,6,3,3,1,2,3,1,2,1,4,6,3,4,4,4,4,5,1,4,3,4,4,1,6,5,3,4,4,2,1,4,4,4,4,1,1,2,1,56,1,1,8,0,1,0,1,0,1,0,0,0,0,0,0,4,5,6,4,BAHAI,2,2,2,1,2,2,2,3,3,108
1,25,1,8,2,1,13,2,1,5,5,4,5,6,1,5,3,6,6,6,5,2,5,5,4,5,6,5,5,2,1,2,2,1,2,2,1,2,1,5,5,5,5,5,3,5,5,2,5,2,5,3,5,3,5,2,2,4,3,2,2,2,4,2,5,5,2,2,62,1,1,3,1,1,1,1,0,1,0,0,1,0,0,1,3,6,1,1,lutheran,1,1,1,1,3,2,3,3,3,109
0,33,0,19,1,1,0,1,4,3,4,1,5,6,1,4,6,6,4,6,5,5,2,3,4,2,4,4,5,4,5,5,3,1,1,1,2,3,2,4,5,4,4,4,5,4,4,2,4,4,4,4,5,5,5,4,4,4,3,4,4,4,5,4,5,5,3,4,56,1,1,3,0,0,1,1,,1,0,0,0,0,0,0,3,8,5,2,,1,2,1,3,2,2,2,2,2,110
1,34,1,8,1,2,13,3,3,2,1,2,6,3,1,3,3,4,4,2,5,1,2,5,5,5,5,5,5,4,4,2,3,1,3,1,1,2,1,5,5,2,4,4,4,5,1,2,5,2,2,1,2,6,5,2,5,5,3,3,3,5,6,5,6,6,5,5,53,1,1,8,0,1,0,1,1,1,0,0,0,0,0,0,1,9,4,1,ANGLICAN CATHOLIC,1,2,1,1,2,2,2,3,3,111
1,26,0,12,2,1,0,3,5,6,6,6,6,6,1,6,6,6,6,5,5,1,6,6,6,6,6,6,6,2,6,2,2,1,1,3,1,1,1,6,6,6,6,6,6,5,6,6,5,1,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,6,4,6,66,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,,1,2,1,5,3,3,2,3,3,112
1,22,0,8,2,0,10,2,3,6,2,2,5,6,1,5,5,5,6,6,5,3,6,4,2,2,6,5,5,2,5,2,3,1,2,2,1,1,1,4,6,4,5,6,5,3,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,36,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,4,6,3,1,BAPTIST,1,1,1,1,2,2,2,2,3,113
1,26,1,19,2,1,0,1,3,5,1,5,5,6,1,4,4,6,6,6,6,5,4,5,5,5,5,4,5,3,2,2,2,1,3,4,2,1,2,4,5,5,5,5,3,5,5,4,4,3,5,5,5,3,5,3,4,4,3,4,5,4,4,5,4,5,3,3,70,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,5,,2,2,1,1,2,2,1,2,3,114
0,17,1,18,0,1,21,1,3,4,2,5,6,6,2,4,5,6,5,6,6,4,5,5,5,3,5,5,5,2,2,4,3,1,4,2,2,1,2,5,4,5,6,5,3,4,5,5,3,3,5,5,5,3,6,2,5,5,3,3,5,6,6,5,4,5,3,3,48,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,5,5,3,2,,2,2,1,2,2,2,3,3,3,115
1,23,1,20,1,1,0,3,6,5,6,4,6,6,2,4,6,2,5,6,4,6,4,5,5,3,5,5,5,4,5,2,3,1,1,1,1,3,1,4,6,3,3,3,2,2,2,2,5,6,4,2,2,5,3,2,2,4,2,2,2,2,1,2,1,1,2,2,41,1,1,3,0,0,0,,1,1,0,0,0,0,0,0,5,7,2,2,,2,2,1,5,2,2,3,3,3,116
1,15,1,12,1,2,19,1,2,6,5,4,4,6,1,4,3,6,6,3,6,2,6,6,6,2,5,5,5,3,4,2,2,1,3,2,2,2,2,4,5,5,6,4,3,4,4,4,3,4,5,4,4,5,6,4,4,4,3,4,5,4,4,4,4,4,4,4,58,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,4,5,5,2,,2,2,1,1,3,3,3,3,3,117
1,28,1,11,0,0,12,3,4,2,5,1,6,6,1,6,4,4,2,6,6,,,,,,,,,,,,3,3,,,2,2,2,1,6,1,5,2,6,1,2,1,5,1,2,2,5,5,6,2,2,6,1,2,5,5,6,6,,4,4,1,37,0,1,7,0,0,0,0,0,0,0,1,0,0,0,1,2,7,6,2,roman,1,1,1,1,3,3,3,3,3,118
1,32,0,13,0,2,0,2,3,2,5,5,5,6,5,1,6,6,4,6,6,4,4,4,4,2,5,4,6,5,5,5,3,1,3,3,1,3,1,5,5,5,4,5,4,1,4,4,4,1,4,4,1,6,4,4,4,4,2,2,2,4,5,3,5,4,4,3,65,1,1,6,0,1,0,1,0,1,0,0,0,0,0,0,3,5,3,2,ROMAN,2,2,1,3,2,2,3,3,3,119
1,17,1,15,1,0,22,2,1,6,1,6,6,5,1,5,2,4,5,5,5,2,6,6,5,5,5,6,2,1,1,1,,3,1,2,2,1,1,4,5,6,6,4,1,2,6,5,2,2,5,6,5,4,6,2,2,3,1,2,2,2,3,1,2,2,2,2,38,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,1,,2,1,2,1,3,3,3,3,3,120
1,15,1,20,1,1,12,3,1,4,3,1,5,6,5,3,2,6,6,6,5,2,6,5,5,2,6,6,6,2,4,2,3,1,1,2,2,1,1,3,5,5,5,5,3,2,5,5,2,2,5,5,4,5,5,4,4,5,2,4,4,5,4,4,4,4,4,4,55,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,2,roman,1,2,1,2,3,3,3,3,3,121
0,20,0,13,0,0,24,1,3,3,5,1,4,5,2,4,1,2,2,2,2,2,3,5,5,3,4,4,4,1,3,5,3,1,4,3,2,1,1,4,5,5,5,5,3,4,5,5,2,2,5,5,5,5,5,2,4,5,6,6,2,6,5,5,6,6,4,6,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,methodist,2,2,2,1,3,2,3,3,3,122
1,19,1,18,2,2,20,3,2,5,1,5,6,6,1,1,5,1,5,6,5,3,4,5,5,5,5,5,5,3,4,3,3,1,4,3,1,2,1,5,5,5,2,2,5,2,4,1,2,1,3,4,1,6,5,5,5,5,5,5,4,6,2,5,6,6,4,2,37,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,,2,2,1,1,2,2,3,3,3,123
0,33,1,18,2,1,6,3,3,4,2,4,5,6,1,2,5,5,4,5,4,5,6,5,4,2,5,5,5,2,4,4,3,1,3,3,1,2,1,4,5,5,4,5,4,4,5,4,4,4,4,5,5,6,5,2,2,2,2,4,3,2,5,2,2,2,2,2,60,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,,4,3,2,,2,2,2,1,2,2,3,3,3,124
1,16,1,20,1,1,12,2,2,5,2,4,5,6,6,2,5,5,5,5,5,3,5,5,2,2,5,5,5,2,5,4,3,1,4,1,2,3,2,5,5,5,5,5,5,3,5,4,3,2,4,5,3,5,5,6,5,6,4,6,5,6,6,5,5,6,5,6,18,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,methodist,2,2,1,2,3,2,3,3,3,125
0,27,1,14,0,2,24,3,3,3,1,5,4,5,1,2,3,2,3,6,5,3,5,5,5,5,5,5,5,2,5,2,3,1,4,3,2,2,1,5,5,5,5,5,6,5,5,2,4,4,4,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,4,5,46,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,4,5,4,1,methodist,1,2,1,1,2,2,3,3,3,126
1,24,1,20,1,2,0,2,2,2,2,2,2,6,2,2,2,5,5,4,2,6,2,2,2,2,2,2,5,5,2,2,2,1,3,3,1,3,1,4,6,3,2,2,5,2,2,2,5,2,2,2,2,5,5,5,5,6,2,6,2,6,6,6,6,6,5,6,32,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,1,BAPTIST,2,2,1,1,3,3,3,3,3,127
